"Id","Prediction1","Prediction2","Prediction3","Prediction4","Prediction5","Prediction6","Prediction7","Prediction8","Prediction9"
"QM0UpxHvNPCSG65EzXw7",0.144,0.454,0.098,0.032,0.01,0.064,0.028,0.056,0.114
"qM4EzwK8U1DZ6fP2H9Xo",0.13,0.358,0.136,0.086,0.028,0.088,0.018,0.062,0.094
"qM4Q6fhjU972VcZXuEmy",0.278,0.29,0.12,0.04,0.018,0.048,0.034,0.062,0.11
"QMDGyaRIZ3Umqe2fvLnJ",0.092,0.516,0.132,0.022,0.026,0.08,0.026,0.044,0.062
"qmdot5FiOrL8HAs2NKgU",0.13,0.02,0.03,0.112,0.03,0.076,0.06,0.456,0.086
"QMF6OIxYGCm3LA7WHXKb",0.31,0.208,0.098,0.082,0.022,0.09,0.034,0.066,0.09
"QMFJwelpP1bcj3gzsv4K",0.148,0.232,0.366,0.042,0.038,0.03,0.034,0.042,0.068
"QMfS5HiPY0NabEe4gDwx",0.186,0.482,0.122,0.026,0.012,0.058,0.02,0.026,0.068
"qmgXxyjd5eDOlPEusIMK",0.18,0.258,0.098,0.034,0.02,0.15,0.02,0.12,0.12
"qMIF3xpecu5RjlGXy7W2",0.256,0.256,0.114,0.042,0.008,0.128,0.016,0.072,0.108
"qMjYWIyKwDi9rm83oCz5",0.158,0.202,0.076,0.128,0.05,0.174,0.028,0.088,0.096
"qmLhiGfNZWUw6R1uKIr2",0.25,0.122,0.156,0.108,0.036,0.102,0.014,0.074,0.138
"QMLyD5pq3BCHjIlXruaY",0.204,0.028,0.022,0.142,0.05,0.064,0.092,0.264,0.134
"QmPWirHxeNF290nRhpqd",0.148,0.052,0.088,0.156,0.048,0.134,0.078,0.128,0.168
"qMVbA37hFl5Z0L4iwT91",0.21,0.198,0.11,0.106,0.03,0.068,0.024,0.118,0.136
"QMy4FZzr9E5usJjHiKqU",0.23,0.138,0.094,0.116,0.024,0.134,0.07,0.074,0.12
"qmygJseW5vbuGA01c9ht",0.158,0.55,0.148,0.022,0.014,0.024,0.006,0.01,0.068
"QmyqAXNtvza3xn1OfB4I",0.152,0.184,0.41,0.04,0.036,0.04,0.026,0.054,0.058
"QMZBlLeqVPy375wNnvY8",0.2,0.162,0.336,0.044,0.054,0.048,0.024,0.034,0.098
"Qn0TqrLp5ShVlcsb7DOd",0.324,0.1,0.16,0.08,0.01,0.092,0.042,0.108,0.084
"QN3R8FqedCVLjYU6rbIf",0.064,0.026,0.026,0.096,0.048,0.07,0.054,0.562,0.054
"QN5tWUaceZHus1qmgw9r",0.26,0.26,0.098,0.04,0.012,0.14,0.01,0.072,0.108
"qn6Ctbo1SZfdFhBQ7ROD",0.186,0.488,0.15,0.034,0.008,0.044,0.002,0.024,0.064
"qN80dyZeIJOa7tDv3sf4",0.164,0.228,0.138,0.104,0.038,0.078,0.042,0.1,0.108
"qNa3iVG4ywgdRWkjDZto",0.308,0.268,0.16,0.024,0.006,0.1,0.012,0.034,0.088
"QNcX3yadYslHnzV5Pf2q",0.09,0.174,0.508,0.036,0.034,0.042,0.016,0.03,0.07
"qndiulDTNoF8XapxrhB6",0.074,0.632,0.116,0.016,0.018,0.054,0.004,0.046,0.04
"QNgDd6uHkoWvew3qEym9",0.064,0.592,0.156,0.042,0.022,0.032,0.022,0.036,0.034
"QNGfwpM1mX8ulcaegLJV",0.03,0.01,0.026,0.102,0.026,0.05,0.584,0.1,0.072
"QnHf5hR1mNzck3SleYqZ",0.152,0.194,0.272,0.098,0.04,0.076,0.022,0.048,0.098
"qnhpmxrSAjWHygbkG4EL",0.11,0.53,0.16,0.03,0.02,0.044,0.018,0.04,0.048
"QnHpr5y1slIxL96vJejU",0.128,0.532,0.126,0.018,0.01,0.036,0.018,0.048,0.084
"QNlSFz6HvsxTg42wkiJq",0.096,0.024,0.026,0.096,0.038,0.098,0.084,0.474,0.064
"QNn9KLPE2iuc0YhxGCdV",0.252,0.11,0.098,0.114,0.026,0.16,0.05,0.062,0.128
"QnOaxTsGoHDICkg5AXwe",0.294,0.206,0.15,0.052,0.014,0.074,0.012,0.04,0.158
"QnSFs3OwrHCvyXZhlVPx",0.146,0.328,0.134,0.088,0.026,0.098,0.04,0.054,0.086
"Qnvu4jOI3Bibo9cLVxTw",0.23,0.288,0.1,0.032,0.01,0.088,0.012,0.08,0.16
"qnxy6VNW8sKmQa1eGEUH",0.15,0.192,0.4,0.046,0.03,0.06,0.02,0.046,0.056
"qO3ywfajuCN56RoPms0W",0.158,0.166,0.388,0.042,0.048,0.05,0.016,0.082,0.05
"Qo4KOTbXfz15S3ZMnCwd",0.15,0.478,0.196,0.024,0.028,0.036,0.016,0.02,0.052
"QO8lKJLxZF5ipfMIWnj3",0.13,0.026,0.036,0.306,0.034,0.08,0.122,0.142,0.124
"qO9QwhHzJBIkoF7MgpyX",0.11,0.2,0.428,0.024,0.04,0.062,0.008,0.048,0.08
"qO9w3vLNCSGQodXVykbi",0.134,0.164,0.432,0.034,0.032,0.04,0.032,0.046,0.086
"QoBjYAT0Ogkmw13slu2n",0.348,0.19,0.13,0.072,0.02,0.104,0.036,0.026,0.074
"QOBXN3Phir7uKH4dcJoD",0.098,0.088,0.574,0.068,0.036,0.038,0.034,0.022,0.042
"QOC65VebWwc1vGRP7izx",0.224,0.214,0.136,0.066,0.016,0.084,0.024,0.096,0.14
"QODs6pdX9eSYGELcHNMx",0.136,0.164,0.454,0.048,0.044,0.056,0.024,0.016,0.058
"qOilKweuUTzcs3p0Hkod",0.19,0.314,0.126,0.026,0.016,0.086,0.018,0.054,0.17
"qokYSyU0VO8xDWZgfl5N",0.112,0.11,0.556,0.044,0.038,0.038,0.032,0.024,0.046
"QonWFHMf8UGkIODV10uj",0.212,0.242,0.21,0.068,0.054,0.066,0.014,0.032,0.102
"QOoP4BGFAptSfICyqDU3",0.142,0.124,0.506,0.042,0.038,0.04,0.006,0.04,0.062
"QoOYU5wpV32PeE6v8WZF",0.088,0.028,0.014,0.054,0.014,0.084,0.036,0.632,0.05
"qoOyvZl2JUXpcxYCw0rA",0.188,0.058,0.068,0.126,0.032,0.122,0.064,0.142,0.2
"QotvweP2Oin0JjqmDEZ3",0.14,0.192,0.476,0.028,0.042,0.042,0.012,0.024,0.044
"qovfKu4zCVkYThSsmFiB",0.082,0.036,0.014,0.062,0.016,0.066,0.044,0.616,0.064
"qOXbmu3eWw1y8EJsKARv",0.086,0.028,0.014,0.102,0.02,0.092,0.062,0.538,0.058
"QOy4rATz1LDGaEthinvX",0.16,0.184,0.374,0.044,0.052,0.064,0.03,0.032,0.06
"qoydpguDtMjPT36LcrQ7",0.346,0.226,0.118,0.04,0.01,0.08,0.03,0.058,0.092
"QOyTPfocqbNhH2X0M1v5",0.13,0.142,0.488,0.022,0.048,0.042,0.02,0.044,0.064
"QP1Bo5uaqvnyLcjkrfGA",0.12,0.198,0.306,0.048,0.052,0.092,0.034,0.082,0.068
"Qp2rmqWRu0ZwevIcE1TX",0.242,0.136,0.128,0.096,0.022,0.136,0.048,0.072,0.12
"qp2Tnb1NgcLdIKsjwA36",0.128,0.282,0.132,0.072,0.022,0.162,0.03,0.084,0.088
"QP3ESirfqmNOlopb79vn",0.13,0.256,0.27,0.04,0.044,0.1,0.008,0.074,0.078
"qp4vJGiozcnYd09ECLAP",0.118,0.03,0.064,0.11,0.022,0.108,0.318,0.168,0.062
"qp4yec2xGbfatPl0nzJX",0.106,0.156,0.546,0.05,0.028,0.044,0.01,0.024,0.036
"Qp9CU6cYit5KvXle7aIT",0.108,0.522,0.146,0.024,0.02,0.046,0.006,0.044,0.084
"QPfLqdHGt8rbaKMR1V5v",0.168,0.16,0.402,0.052,0.06,0.04,0.026,0.052,0.04
"QPfySKcEI6rhx7zmUoJA",0.12,0.442,0.104,0.056,0.03,0.07,0.038,0.042,0.098
"QpGPCkq8dEYWMKIxucem",0.03,0.04,0.87,0.01,0.01,0.012,0.002,0.014,0.012
"QpHV1IWD72EnAyB3FowM",0.058,0.012,0.012,0.252,0.054,0.078,0.384,0.102,0.048
"QPhX75itpKYLgcU3sjR9",0.184,0.202,0.094,0.078,0.02,0.148,0.02,0.1,0.154
"qPjVtTiHDelAuOEbSGN9",0.092,0.214,0.378,0.036,0.038,0.056,0.028,0.064,0.094
"QpkfZ01rTFhqWvoJyMal",0.158,0.034,0.028,0.116,0.052,0.122,0.07,0.27,0.15
"QpMFd7oGvj8ncgbCtHOT",0.154,0.486,0.12,0.038,0.026,0.05,0.012,0.044,0.07
"QPNdp2ucBwkriLq16OG0",0.256,0.164,0.114,0.094,0.022,0.116,0.026,0.076,0.132
"qPnJMXzKkLOoAY5gdlpr",0.188,0.234,0.362,0.05,0.026,0.04,0.022,0.02,0.058
"QPqS1iK6tkZ0A7WYzncT",0.182,0.174,0.248,0.08,0.056,0.128,0.022,0.056,0.054
"qPsbdE7oFlNA1j3iMrLV",0.2,0.286,0.13,0.034,0.02,0.092,0.018,0.08,0.14
"qpsVtcwvbBJ5MGfUSyRW",0.264,0.368,0.142,0.022,0.016,0.054,0.014,0.03,0.09
"qPU2rva4QyHIjbYxws8K",0.152,0.464,0.122,0.03,0.018,0.028,0.02,0.076,0.09
"QPvalj4pCmX1UN9IYJOt",0.172,0.058,0.068,0.214,0.05,0.12,0.072,0.12,0.126
"qPx2Ce5k6Q0oXKzLBaYJ",0.118,0.61,0.13,0.014,0.02,0.038,0,0.02,0.05
"qQcWAZBKkuYRwDGgp2ao",0.126,0.146,0.43,0.048,0.044,0.052,0.038,0.068,0.048
"QqHEh1aClk5O2xMFB7wy",0.106,0.066,0.084,0.114,0.034,0.166,0.078,0.134,0.218
"QqKuVTBbNIzyJXdgiewx",0.114,0.534,0.192,0.026,0.02,0.032,0.006,0.028,0.048
"qQr7YcvdAwW5Oux21ikl",0.196,0.416,0.14,0.022,0.008,0.058,0.006,0.026,0.128
"qQrGmf6t1XTucZ9F5MaB",0.098,0.032,0.03,0.102,0.022,0.068,0.094,0.48,0.074
"qQXzhA6fSHEYu4dZpNgL",0.074,0.052,0.024,0.29,0.062,0.124,0.116,0.168,0.09
"qR0zntdc5A471Y2VNviB",0.142,0.182,0.38,0.05,0.042,0.036,0.022,0.07,0.076
"qr1zwKG7n3MkfmNgAidW",0.092,0.074,0.708,0.01,0.032,0.042,0.012,0.012,0.018
"Qr3l1nsfjDbRWJyNX82h",0.298,0.1,0.072,0.082,0.042,0.11,0.024,0.116,0.156
"QrFu5MBbYokvE3alX4yi",0.104,0.022,0.026,0.114,0.022,0.108,0.08,0.394,0.13
"QRGzU9gMY4adySwD6HCI",0.09,0.602,0.102,0.024,0.02,0.07,0.008,0.042,0.042
"qrhm15SonvyXKDs6gIQf",0.276,0.31,0.13,0.036,0.01,0.072,0.016,0.048,0.102
"qrLkf1JC5VTRzQKobhNF",0.264,0.202,0.088,0.07,0.032,0.12,0.024,0.082,0.118
"QrLwc3akSICWXzg2pbhq",0.162,0.166,0.254,0.072,0.068,0.102,0.032,0.072,0.072
"QrNoyiJ2wUTuafd5FDc6",0.104,0.528,0.192,0.022,0.03,0.026,0.006,0.036,0.056
"qrocBs3p5XQN1RIgftzv",0.074,0.138,0.56,0.028,0.032,0.026,0.028,0.046,0.068
"qrOPhcujWazVLdn0bZJY",0.11,0.158,0.502,0.04,0.038,0.03,0.012,0.04,0.07
"QROYSzA6ixF47hIE3dJ8",0.036,0.026,0.036,0.08,0.018,0.074,0.562,0.11,0.058
"QRrz0EtUYKiBVnH5mGdX",0.128,0.47,0.166,0.04,0.022,0.048,0.02,0.026,0.08
"qrtEALB3nhcRUdCNmGaY",0.086,0.63,0.114,0.024,0.018,0.078,0.004,0.02,0.026
"qruPUYmaz7B4ws50NRDh",0.152,0.16,0.424,0.038,0.038,0.026,0.026,0.036,0.1
"qRvwgyJaTS7Y4uLfK1CW",0.164,0.208,0.326,0.048,0.032,0.096,0.016,0.046,0.064
"qRwdp8ovOQKH7ScAxhtB",0.262,0.318,0.142,0.028,0.014,0.088,0.024,0.038,0.086
"QRWfgeA3kb7adZOhnqH6",0.26,0.118,0.088,0.116,0.024,0.15,0.03,0.086,0.128
"qryHX0YBxkWjmgSwonaD",0.082,0.526,0.14,0.018,0.01,0.104,0.004,0.058,0.058
"QRZIfaGX3V7L0Crtiyk5",0.166,0.412,0.162,0.028,0.032,0.07,0.006,0.046,0.078
"qs0hSovmeK4FaCQxc7nI",0.178,0.236,0.358,0.028,0.036,0.026,0.038,0.032,0.068
"Qs0XfH7vUSKy4rLbjxJp",0.12,0.158,0.492,0.03,0.026,0.056,0.026,0.048,0.044
"Qs8mLVHrRhB71c5340FM",0.26,0.19,0.102,0.074,0.012,0.098,0.038,0.128,0.098
"qsAGuUNhm1J5natEHdxL",0.146,0.02,0.018,0.118,0.058,0.128,0.086,0.268,0.158
"QsBL8zhbJVWjTnOUEtGm",0.09,0.18,0.512,0.026,0.034,0.034,0.024,0.032,0.068
"qSbtsec24LfPTn0u1Ho5",0.242,0.29,0.158,0.038,0.018,0.062,0.01,0.066,0.116
"qSbVlsd73xiUBYLeXIDC",0.096,0.582,0.144,0.032,0.024,0.022,0.01,0.038,0.052
"QsdObLpmxNt7rAnGcle0",0.146,0.442,0.176,0.022,0.026,0.054,0.006,0.04,0.088
"qSE40I1ZuQDUw9AVG6TM",0.116,0.208,0.306,0.058,0.03,0.104,0.026,0.046,0.106
"QSeoIGBUKrghJDMiV2Nj",0.14,0.526,0.088,0.034,0.024,0.094,0.008,0.024,0.062
"qsFAVeL8lSfPMptv3jRW",0.156,0.244,0.234,0.094,0.054,0.094,0.004,0.042,0.078
"qSFj285uo9tVi3OPvDHd",0.146,0.192,0.37,0.062,0.04,0.068,0.028,0.034,0.06
"qSFWBeJZNwI49yiUEPo5",0.142,0.504,0.182,0.02,0.02,0.04,0.008,0.026,0.058
"QSgdtbqRzr0iJIPHYf5V",0.12,0.04,0.032,0.136,0.034,0.078,0.096,0.39,0.074
"QsivhpgebPrfWo17FNJS",0.242,0.234,0.132,0.082,0.02,0.06,0.024,0.096,0.11
"qsLfXMBlFc8VAo3Zp5ne",0.146,0.052,0.08,0.152,0.034,0.12,0.088,0.108,0.22
"qSLG2tIDHpx756kgl9fN",0.21,0.234,0.136,0.04,0.016,0.076,0.024,0.064,0.2
"qsmLPai3XGFb8JY7x2nv",0.168,0.052,0.102,0.124,0.028,0.17,0.058,0.116,0.182
"QsnlPui5E64d2SkbBmrZ",0.212,0.102,0.034,0.158,0.036,0.13,0.092,0.114,0.122
"QSOmfpHngku7Vxabj5ZB",0.094,0.11,0.594,0.026,0.022,0.046,0.014,0.026,0.068
"qsPA8IKDrF90hkg2joSw",0.15,0.258,0.262,0.056,0.034,0.084,0.008,0.038,0.11
"qSplKxP5XfIemvCyz1FT",0.308,0.252,0.082,0.042,0.024,0.082,0.036,0.042,0.132
"QSpUXYaqLWe9ChTuAjxJ",0.294,0.15,0.08,0.092,0.028,0.096,0.038,0.074,0.148
"qsrRlEkLOfT6zxN4HjMa",0.092,0.028,0.028,0.256,0.058,0.064,0.216,0.206,0.052
"qsRWHczN7MZe8ku6jlxI",0.162,0.534,0.112,0.024,0.014,0.054,0.014,0.026,0.06
"qstoWyGvpBXJK7gUS4bu",0.354,0.248,0.108,0.046,0.006,0.082,0.01,0.044,0.102
"qSUvyjeh9lGcnJmoAFu8",0.288,0.152,0.166,0.034,0.024,0.074,0.02,0.048,0.194
"QSW4DREhs0MqomKyZTIV",0.19,0.202,0.286,0.068,0.042,0.076,0.01,0.044,0.082
"qsyElkJhGtvDgK6AinZ9",0.122,0.57,0.154,0.008,0.032,0.03,0.008,0.022,0.054
"QT3zaDWUItvBwVnmN80i",0.134,0.138,0.426,0.062,0.058,0.052,0.024,0.02,0.086
"qt4Wpu56Krk7hx1ZEcXJ",0.142,0.42,0.194,0.016,0.032,0.05,0.002,0.048,0.096
"QTadowNgzbk4Y3rULsnZ",0.212,0.184,0.344,0.042,0.042,0.04,0.024,0.028,0.084
"QtBhKyT47viJgjoZWPLH",0.108,0.154,0.486,0.044,0.034,0.04,0.02,0.038,0.076
"qTbtPQ6jd2yw0XOzAh1M",0.348,0.114,0.104,0.058,0.028,0.138,0.02,0.074,0.116
"QtcxCM1ZNJvs0zVelAwT",0.28,0.332,0.138,0.032,0.01,0.056,0.016,0.026,0.11
"QtdFwfET6ZWuz07haeOM",0.018,0.024,0.886,0.016,0.01,0.016,0.008,0.014,0.008
"qTEhHi1XAfsLdjKC0mzb",0.112,0.18,0.376,0.042,0.062,0.034,0.026,0.082,0.086
"qteJ8EoIfM4dgKp7xrQX",0.13,0.49,0.202,0.03,0.016,0.034,0.01,0.038,0.05
"qthapG8odKP1jvwVUnDA",0.104,0.034,0.048,0.312,0.076,0.092,0.114,0.106,0.114
"qtHePTE2hodlCW8xrOFa",0.168,0.068,0.1,0.124,0.028,0.11,0.076,0.178,0.148
"QtJv7HoGmrZXxFA4fhRI",0.29,0.272,0.102,0.044,0.022,0.114,0.008,0.052,0.096
"QTN1ZxXoMS8KtACvh5uG",0.028,0.032,0.88,0.01,0.008,0.008,0.01,0.014,0.01
"QtNhMgEHC6IwarmJ4zVi",0.096,0.618,0.102,0.024,0.022,0.06,0.002,0.034,0.042
"QToI0sDwa96u2WtlNzdf",0.164,0.316,0.118,0.082,0.03,0.132,0.044,0.056,0.058
"QTpgWtdPRCrhoyK5aSHs",0.088,0.02,0.012,0.088,0.022,0.058,0.06,0.594,0.058
"qTQM7Jfz4ghIEwcxYCBU",0.206,0.134,0.102,0.142,0.04,0.098,0.05,0.068,0.16
"qTRXKWstPJBGCowiEg4A",0.134,0.334,0.21,0.072,0.042,0.068,0.024,0.034,0.082
"QTs8SPRJiK1Ffv9nyqDr",0.138,0.38,0.182,0.05,0.032,0.088,0.012,0.036,0.082
"QTSBGxKoJAhDUmau7E6O",0.118,0.468,0.16,0.028,0.022,0.046,0.008,0.072,0.078
"QTvfG59cyStKlChjPwAU",0.092,0.094,0.606,0.038,0.02,0.054,0.034,0.022,0.04
"QTVufCp3zJOAjM0dW1ID",0.182,0.122,0.158,0.134,0.032,0.09,0.038,0.094,0.15
"QTxlSNvyfiLG0ep4Uw38",0.078,0.058,0.03,0.208,0.04,0.116,0.194,0.182,0.094
"QtXMuz6OkFoJ5Hcv2GNf",0.154,0.524,0.128,0.036,0.02,0.05,0.01,0.02,0.058
"QU0mzKqikx2o78HaCfZb",0.136,0.012,0.036,0.19,0.044,0.092,0.216,0.214,0.06
"QU4izK08ENpqSAv3F2BT",0.194,0.064,0.062,0.156,0.03,0.136,0.07,0.1,0.188
"quafQgpksEiClVc95ywv",0.154,0.228,0.322,0.072,0.04,0.072,0.014,0.04,0.058
"quav40GRMiFrIA86gNVH",0.056,0.016,0.032,0.036,0.03,0.058,0.588,0.14,0.044
"QuCd8ybFTUBfHKx7caAj",0.102,0.53,0.094,0.03,0.014,0.076,0.01,0.058,0.086
"quCXLoQDFe2pcP18Hwn0",0.272,0.226,0.126,0.086,0.026,0.074,0.014,0.058,0.118
"qUeIS28gtfzOv1HbQYXW",0.142,0.146,0.418,0.052,0.066,0.034,0.02,0.044,0.078
"QugsjozCtMIm3Z12Bfxw",0.148,0.03,0.02,0.108,0.042,0.08,0.054,0.406,0.112
"QuJ6e4RAYmNXfanBZqvU",0.284,0.102,0.122,0.094,0.04,0.112,0.036,0.08,0.13
"QuJx97Eq6bXp83ctNRfh",0.282,0.24,0.122,0.05,0.02,0.122,0.008,0.04,0.116
"qulE5iemNWUL2gaSvnHs",0.164,0.286,0.106,0.084,0.018,0.174,0.012,0.06,0.096
"quLkcoKCbI5mY4yiJ0Bf",0.132,0.14,0.436,0.054,0.04,0.05,0.026,0.04,0.082
"qumHeZcw07k6TPWV5fzY",0.284,0.096,0.098,0.076,0.018,0.092,0.038,0.092,0.206
"qUPQYAuF2CL8ZTvBe7Xb",0.15,0.218,0.114,0.056,0.026,0.15,0.05,0.09,0.146
"QUPxEvhVye2BkG1t0rqX",0.332,0.22,0.094,0.036,0.008,0.084,0.036,0.066,0.124
"qURsYi68cgylNtebO3BL",0.234,0.206,0.14,0.04,0.02,0.074,0.01,0.07,0.206
"Qurv8O4RdqcN7Gy0wekU",0.214,0.246,0.142,0.048,0.008,0.076,0.02,0.088,0.158
"QUrzHoRjx2CpimKA0Lw4",0.07,0.02,0.038,0.096,0.014,0.076,0.526,0.128,0.032
"qUSAjQZ31tw2lbcIT5Pk",0.13,0.172,0.458,0.024,0.05,0.05,0.014,0.048,0.054
"QuSdKm85XEWvqzLFDIkw",0.114,0.032,0.08,0.102,0.02,0.096,0.09,0.356,0.11
"Quz5vZPHyoAxVk1dX60B",0.21,0.188,0.162,0.07,0.014,0.136,0.036,0.072,0.112
"QUZxwpScREjqi2sB0mtn",0.102,0.078,0.058,0.246,0.05,0.19,0.038,0.122,0.116
"qV0AZOgxlUDQHoCJ37YT",0.144,0.178,0.308,0.056,0.03,0.11,0.022,0.056,0.096
"Qv1UthmCD7G9flcS4Isj",0.138,0.258,0.28,0.05,0.042,0.098,0.012,0.048,0.074
"QV6PE1ySZWNFO7t5BdLR",0.104,0.156,0.428,0.056,0.038,0.046,0.046,0.054,0.072
"QvaScoVR15TB69nbGlqg",0.218,0.208,0.098,0.116,0.044,0.088,0.03,0.074,0.124
"qvATrb7aDKCI5SZ0c43m",0.132,0.468,0.156,0.04,0.018,0.056,0.018,0.05,0.062
"qvDJauS7gmXPMfReix2H",0.124,0.126,0.482,0.052,0.036,0.048,0.028,0.03,0.074
"qvEkMZTiJpuoOnmYPGhC",0.244,0.172,0.178,0.042,0.016,0.076,0.016,0.058,0.198
"qvFMJVDWeu6IXOPxKRNg",0.154,0.448,0.17,0.02,0.01,0.062,0.012,0.04,0.084
"QVftw726mFsTXeBpqPIW",0.136,0.048,0.098,0.264,0.058,0.088,0.088,0.104,0.116
"qVhOURud8gH6QWBJEs23",0.176,0.06,0.064,0.154,0.048,0.14,0.072,0.122,0.164
"qVI2HYtXEvuZp1la9TjS",0.196,0.304,0.126,0.044,0.006,0.064,0.004,0.08,0.176
"QvI3Mm0tGflU9bVTxBEj",0.228,0.23,0.12,0.042,0.018,0.056,0.024,0.078,0.204
"qvlLy1r3IJNE64BteuSo",0.114,0.532,0.124,0.028,0.022,0.056,0.016,0.02,0.088
"qvncLIG10Md9WKwzTZHp",0.27,0.26,0.152,0.046,0.014,0.078,0.018,0.058,0.104
"qvRjF9hwoLcEA4S1YPaM",0.138,0.158,0.412,0.05,0.048,0.056,0.02,0.052,0.066
"QVrkdNZqOIsuT6civCMJ",0.09,0.594,0.172,0.01,0.022,0.038,0.002,0.018,0.054
"Qvsia3R9PhZ5cqeUTudm",0.262,0.218,0.108,0.066,0.016,0.1,0.012,0.078,0.14
"QVTCRdlh53YSZ7HpvJbW",0.256,0.232,0.076,0.056,0.032,0.112,0.034,0.11,0.092
"qVwAcxKiGv72uIDJ96NP",0.216,0.078,0.064,0.17,0.026,0.19,0.032,0.118,0.106
"qVzlBpGt6vScxA9mJFM2",0.162,0.192,0.282,0.076,0.054,0.094,0.008,0.034,0.098
"Qw1hmkOyqTAsK9XMv0RG",0.112,0.126,0.468,0.044,0.05,0.048,0.018,0.058,0.076
"Qw8K1OVyHSe6cXWAth9o",0.182,0.226,0.272,0.056,0.02,0.078,0.006,0.052,0.108
"qWFhXiLloAyJn5tvbrdx",0.172,0.14,0.068,0.202,0.03,0.14,0.028,0.078,0.142
"QwFx4UJhpncz8dMg53sZ",0.152,0.156,0.334,0.068,0.064,0.078,0.042,0.064,0.042
"qwhQIeoSMBbgyGu38U5l",0.102,0.126,0.456,0.066,0.05,0.03,0.026,0.034,0.11
"qWIVbmv4ZxsTYot7y6lz",0.194,0.188,0.266,0.048,0.056,0.078,0.028,0.062,0.08
"QwIVxcU69iED3Pb1sk8g",0.13,0.334,0.092,0.084,0.022,0.11,0.046,0.072,0.11
"QwLgCRoBeb4GdKOtPTl6",0.142,0.106,0.458,0.066,0.046,0.036,0.02,0.05,0.076
"qWlgDuxIOap7kdi0K62f",0.044,0.006,0.02,0.106,0.022,0.036,0.668,0.068,0.03
"qwLO8vE5N91GbCBRjsJ4",0.15,0.116,0.052,0.094,0.032,0.186,0.064,0.116,0.19
"QWN49s6TrbYzgDUlOVmv",0.188,0.406,0.216,0.02,0.022,0.048,0.002,0.008,0.09
"QWnk4KUwqstTHl3pAPyS",0.092,0.018,0.022,0.296,0.042,0.116,0.106,0.214,0.094
"qwREx7y0GZeVSKguWhfs",0.152,0.154,0.432,0.04,0.036,0.032,0.044,0.044,0.066
"Qwrgo65Y1NA4iqnePtsV",0.172,0.102,0.062,0.12,0.032,0.168,0.04,0.152,0.152
"QWSCfGYqNV6uegaP0EUi",0.16,0.026,0.034,0.138,0.038,0.092,0.062,0.376,0.074
"qwSn5AUKMGyFf6N9Hl1t",0.082,0.032,0.054,0.098,0.02,0.102,0.398,0.164,0.05
"QWt31USlLBmFyaOYfCpx",0.178,0.236,0.112,0.092,0.02,0.16,0.028,0.084,0.09
"qWvnzsA2ON6jgQXT4hIm",0.156,0.132,0.414,0.056,0.072,0.034,0.026,0.032,0.078
"qwWIJiVTcj3rPEuA7mSO",0.096,0.428,0.212,0.026,0.016,0.074,0.002,0.048,0.098
"QWxXJhYCFm8u6D2j0U3B",0.174,0.292,0.138,0.05,0.028,0.082,0.036,0.064,0.136
"qwYpZJo9suWkcUmhex05",0.176,0.262,0.148,0.08,0.032,0.094,0.028,0.068,0.112
"qwzGWEmT6d1P7LZKU3Rx",0.024,0.028,0.89,0.008,0.008,0.012,0.012,0.008,0.01
"qx2Lb5BCPgHazveu3SlO",0.182,0.058,0.09,0.15,0.036,0.146,0.046,0.146,0.146
"QX3CLecjfHoGkhN5Vu0z",0.12,0.116,0.11,0.13,0.07,0.116,0.098,0.14,0.1
"QX3rKzBZ6y1sHhovVUkx",0.338,0.13,0.07,0.118,0.01,0.116,0.016,0.082,0.12
"qx3VlUEozvuaO5NQWhmT",0.182,0.146,0.338,0.056,0.03,0.066,0.028,0.076,0.078
"qX8ZmtKcFe6TLHld5YP3",0.208,0.246,0.198,0.044,0.014,0.044,0.008,0.046,0.192
"QX9OW2EnF4hKBZpNVPt5",0.24,0.278,0.132,0.018,0.022,0.07,0.028,0.05,0.162
"qXa6tuO05RmYcKjoypAV",0.212,0.356,0.134,0.034,0.008,0.11,0.006,0.048,0.092
"qXajutgvGFKU3CwdbrZV",0.126,0.178,0.486,0.042,0.04,0.04,0.044,0.012,0.032
"qXEbrJmk081LyRTIBHd9",0.142,0.13,0.406,0.036,0.03,0.054,0.046,0.048,0.108
"QxeH4wNR1ytTuqYLZdzX",0.15,0.036,0.018,0.126,0.03,0.094,0.04,0.426,0.08
"qXEHAFnrM8yGYTQ4JaOs",0.164,0.276,0.252,0.048,0.038,0.074,0.022,0.034,0.092
"QXethM26PZix38dLVmKo",0.12,0.316,0.234,0.05,0.036,0.08,0.008,0.05,0.106
"qxf0NRaOnBokd1sVuEAc",0.138,0.04,0.03,0.264,0.046,0.082,0.12,0.166,0.114
"qxF1Q5UCVOAlpn6yimY7",0.156,0.19,0.39,0.048,0.036,0.07,0.014,0.034,0.062
"QXgR3JmrxMEwPt0nqOs8",0.108,0.288,0.154,0.076,0.03,0.136,0.022,0.094,0.092
"qXhzf5BOQk6AUwjEK4MH",0.186,0.058,0.092,0.152,0.03,0.096,0.09,0.14,0.156
"Qxib5Jl39jfCBX2c8s0S",0.156,0.04,0.086,0.12,0.036,0.126,0.074,0.196,0.166
"qXLgsJfU1ZiYn6zVxMlp",0.106,0.02,0.01,0.072,0.03,0.052,0.062,0.584,0.064
"qXPkIGrQ67B5mzAgdNuC",0.126,0.168,0.354,0.058,0.04,0.082,0.02,0.04,0.112
